Room Name,Item Number,Product Name,Spec. Group Name,Part Name,Quantity,Width,Length,Material Name,EB Width 1,EB Length 1,EB Width 2,EB Length 2,Comments,Row_ID,Metric Default Saw,Mitre Only,Weeke,Weeke Single Part
J01 - Kitchen,1.15,Base 2 Drawer,FN1 Prime Oak - STD,Shadow Rail,1,60,900,G PT Prime Oak Woodmatt 18mm MDF - 36x18,,,,,,254,,,X,
J01 - Kitchen,1.15,Base 2 Drawer,FN1 Prime Oak - STD,Top Drawer Front,1,897,364,G PT Prime Oak Woodmatt 18mm MDF - 36x18,Prime Oak Woodmatt 21x 1mm,Prime Oak Woodmatt 21x 1mm,Prime Oak Woodmatt 21x 1mm,Prime Oak Woodmatt 21x 1mm,,250,,,X,
J01 - Kitchen,1.26,Floating Shelf,FN1 Prime Oak - STD,Bottom Panel,1,250,1104,G PT Prime Oak Woodmatt 18mm MDF - 36x18,,,,,,122,,,X,
J01 - Kitchen,1.26,Floating Shelf,FN1 Prime Oak - STD,Top Panel,1,250,1104,G PT Prime Oak Woodmatt 18mm MDF - 36x18,,,,,,121,,,X,
J01 - Kitchen,1.28,Floating Shelf,FN1 Prime Oak - STD,Bottom Panel,1,250,1104,G PT Prime Oak Woodmatt 18mm MDF - 36x18,,,,,,16,,,X,
J01 - Kitchen,1.28,Floating Shelf,FN1 Prime Oak - STD,Top Panel,1,250,1104,G PT Prime Oak Woodmatt 18mm MDF - 36x18,,,,,,15,,,X,
J01 - Kitchen,1.17,Floating Shelf,FN1 Prime Oak - STD,Bottom Panel,1,370.4,330,G PT Prime Oak Woodmatt 18mm MDF - 36x18,,,,,,287,,,X,
J01 - Kitchen,1.17,Floating Shelf,FN1 Prime Oak - STD,Top Panel,1,370.4,330,G PT Prime Oak Woodmatt 18mm MDF - 36x18,,,,,,286,,,X,
J01 - Kitchen,1.18,Floating Shelf,FN1 Prime Oak - STD,Bottom Panel,1,370.4,330,G PT Prime Oak Woodmatt 18mm MDF - 36x18,,,,,,289,,,X,
J01 - Kitchen,1.18,Floating Shelf,FN1 Prime Oak - STD,Top Panel,1,370.4,330,G PT Prime Oak Woodmatt 18mm MDF - 36x18,,,,,,288,,,X,
J01 - Kitchen,1.29,Floating Shelf,FN1 Prime Oak - STD,Bottom Panel,1,250,1104,G PT Prime Oak Woodmatt 18mm MDF - 36x18,,,,,,149,,,X,
J01 - Kitchen,1.29,Floating Shelf,FN1 Prime Oak - STD,Top Panel,1,250,1104,G PT Prime Oak Woodmatt 18mm MDF - 36x18,,,,,,148,,,X,
J01 - Kitchen,1.30,Floating Shelf,FN1 Prime Oak - STD,Bottom Panel,1,250,1104,G PT Prime Oak Woodmatt 18mm MDF - 36x18,,,,,,18,,,X,
J01 - Kitchen,1.30,Floating Shelf,FN1 Prime Oak - STD,Top Panel,1,250,1104,G PT Prime Oak Woodmatt 18mm MDF - 36x18,,,,,,17,,,X,
J01 - Kitchen,1.27,Floating Shelf,FN1 Prime Oak - STD,Bottom Panel,1,250,1104,G PT Prime Oak Woodmatt 18mm MDF - 36x18,,,,,,14,,,X,
J01 - Kitchen,1.27,Floating Shelf,FN1 Prime Oak - STD,Top Panel,1,250,1104,G PT Prime Oak Woodmatt 18mm MDF - 36x18,,,,,,13,,,X,
J01 - Kitchen,1.08,Liftup Door Cabinet,FN1 Prime Oak - STD,Lift Up Door,1,934,398.5,G PT Prime Oak Woodmatt 18mm MDF - 36x18,Prime Oak Woodmatt 21x 1mm,Prime Oak Woodmatt 21x 1mm,Prime Oak Woodmatt 21x 1mm,Prime Oak Woodmatt 21x 1mm,,222,,,X,
J01 - Kitchen,1.08,Liftup Door Cabinet,FN1 Prime Oak - STD,Lift Up Door,1,934,398.5,G PT Prime Oak Woodmatt 18mm MDF - 36x18,Prime Oak Woodmatt 21x 1mm,Prime Oak Woodmatt 21x 1mm,Prime Oak Woodmatt 21x 1mm,Prime Oak Woodmatt 21x 1mm,,223,,,X,
J01 - Kitchen,1.08,Liftup Door Cabinet,FN1 Prime Oak - STD,Upper Overlay Bottom,1,363.2,940,G PT Prime Oak Woodmatt 18mm MDF - 36x18,,,,Prime Oak Woodmatt 21x 1mm,,224,,,X,
J01 - Kitchen,1.16,Master Split Cabinet,FN1 Prime Oak - STD,Left Finished End Panel,1,600,2600,G PT Prime Oak Woodmatt 18mm MDF - 36x18,,,,Prime Oak Woodmatt 21x 1mm,,262,,,X,
J01 - Kitchen,1.16,Master Split Cabinet,FN1 Prime Oak - STD,Tall Right Door,1,595.5,2600,G PT Prime Oak Woodmatt 18mm MDF - 36x18,Prime Oak Woodmatt 21x 1mm,Prime Oak Woodmatt 21x 1mm,Prime Oak Woodmatt 21x 1mm,Prime Oak Woodmatt 21x 1mm,,276,,,X,
J01 - Kitchen,1.03,Master Split Cabinet,FN1 Prime Oak - STD,Left Finished End Panel,1,600,2600,G PT Prime Oak Woodmatt 18mm MDF - 36x18,,,,Prime Oak Woodmatt 21x 1mm,,161,,,X,
J01 - Kitchen,1.03,Master Split Cabinet,FN1 Prime Oak - STD,Right Finished End Panel,1,600,2700,G PT Prime Oak Woodmatt 18mm MDF - 36x18,,Prime Oak Woodmatt 21x 1mm,,,,160,,,X,
J01 - Kitchen,1.03,Master Split Cabinet,FN1 Prime Oak - STD,Tall Left Door,1,594,2600,G PT Prime Oak Woodmatt 18mm MDF - 36x18,Prime Oak Woodmatt 21x 1mm,Prime Oak Woodmatt 21x 1mm,Prime Oak Woodmatt 21x 1mm,Prime Oak Woodmatt 21x 1mm,,175,,,X,
J01 - Kitchen,1.25,Tall Wall Oven Full Box,FN1 Prime Oak - STD,Bottom Drawer Front,1,595.5,370,G PT Prime Oak Woodmatt 18mm MDF - 36x18,Prime Oak Woodmatt 21x 1mm,Prime Oak Woodmatt 21x 1mm,Prime Oak Woodmatt 21x 1mm,Prime Oak Woodmatt 21x 1mm,,129,,,X,
J01 - Kitchen,1.25,Tall Wall Oven Full Box,FN1 Prime Oak - STD,Right Finished End Panel,1,760,2700,G PT Prime Oak Woodmatt 18mm MDF - 36x18,,Prime Oak Woodmatt 21x 1mm,,,,134,,,X,
J01 - Kitchen,1.25,Tall Wall Oven Full Box,FN1 Prime Oak - STD,Shadow Rail,1,60,600,G PT Prime Oak Woodmatt 18mm MDF - 36x18,,,,,,124,,,X,
J01 - Kitchen,1.25,Tall Wall Oven Full Box,FN1 Prime Oak - STD,Shadow Rail,1,60,600,G PT Prime Oak Woodmatt 18mm MDF - 36x18,,,,,,136,,,X,
J01 - Kitchen,1.25,Tall Wall Oven Full Box,FN1 Prime Oak - STD,Top Drawer Front,1,595.5,370,G PT Prime Oak Woodmatt 18mm MDF - 36x18,Prime Oak Woodmatt 21x 1mm,Prime Oak Woodmatt 21x 1mm,Prime Oak Woodmatt 21x 1mm,Prime Oak Woodmatt 21x 1mm,,130,,,X,
J01 - Kitchen,1.25,Tall Wall Oven Full Box,FN1 Prime Oak - STD,Upper Right Door,1,595.5,1197,G PT Prime Oak Woodmatt 18mm MDF - 36x18,Prime Oak Woodmatt 21x 1mm,Prime Oak Woodmatt 21x 1mm,Prime Oak Woodmatt 21x 1mm,Prime Oak Woodmatt 21x 1mm,,131,,,X,
J01 - Kitchen,1.10,Upper 1 Door,FN1 Prime Oak - STD,Upper Left Door,1,714,1110,G PT Prime Oak Woodmatt 18mm MDF - 36x18,Prime Oak Woodmatt 21x 1mm,Prime Oak Woodmatt 21x 1mm,Prime Oak Woodmatt 21x 1mm,Prime Oak Woodmatt 21x 1mm,,240,,,X,
J01 - Kitchen,1.23,Upper 1 Door,FN1 Prime Oak - STD,Upper Left Door,1,714,1110,G PT Prime Oak Woodmatt 18mm MDF - 36x18,Prime Oak Woodmatt 21x 1mm,Prime Oak Woodmatt 21x 1mm,Prime Oak Woodmatt 21x 1mm,Prime Oak Woodmatt 21x 1mm,,152,,,X,
J01 - Kitchen,1.24,Upper 1 Door,FN1 Prime Oak - STD,Right Finished End Panel,1,370.4,1110,G PT Prime Oak Woodmatt 18mm MDF - 36x18,,Prime Oak Woodmatt 21x 1mm,,,,210,,,X,
J01 - Kitchen,1.24,Upper 1 Door,FN1 Prime Oak - STD,Upper Right Door,1,712.5,1110,G PT Prime Oak Woodmatt 18mm MDF - 36x18,Prime Oak Woodmatt 21x 1mm,Prime Oak Woodmatt 21x 1mm,Prime Oak Woodmatt 21x 1mm,Prime Oak Woodmatt 21x 1mm,,213,,,X,
J01 - Kitchen,1.22,Upper 1 Door,FN1 Prime Oak - STD,Upper Right Door,1,714,1110,G PT Prime Oak Woodmatt 18mm MDF - 36x18,Prime Oak Woodmatt 21x 1mm,Prime Oak Woodmatt 21x 1mm,Prime Oak Woodmatt 21x 1mm,Prime Oak Woodmatt 21x 1mm,,346,,,X,
J03 - Lounge Drawers,1.74,Adjustable Kick,FN1 Prime Oak - STD,Toe Kick Front,1,100,3184,G PT Prime Oak Woodmatt 18mm MDF - 36x18,,,,,,78,,,X,
J04 - Vanity,1.76,Base 2 Drawer,FN1 Prime Oak - STD,Bottom Drawer Front,1,597,185,G PT Prime Oak Woodmatt 18mm MDF - 36x18,Prime Oak Woodmatt 21x 1mm,Prime Oak Woodmatt 21x 1mm,Prime Oak Woodmatt 21x 1mm,Prime Oak Woodmatt 21x 1mm,,46,,,X,
J04 - Vanity,1.76,Base 2 Drawer,FN1 Prime Oak - STD,Shadow Rail,1,60,600,G PT Prime Oak Woodmatt 18mm MDF - 36x18,,,,,,45,,,X,
J04 - Vanity,1.76,Base 2 Drawer,FN1 Prime Oak - STD,Shadow Rail,1,60,600,G PT Prime Oak Woodmatt 18mm MDF - 36x18,,,,,,53,,,X,
J04 - Vanity,1.76,Base 2 Drawer,FN1 Prime Oak - STD,Top Drawer Front,1,597,185,G PT Prime Oak Woodmatt 18mm MDF - 36x18,Prime Oak Woodmatt 21x 1mm,Prime Oak Woodmatt 21x 1mm,Prime Oak Woodmatt 21x 1mm,Prime Oak Woodmatt 21x 1mm,,47,,,X,
J04 - Vanity,1.75,Base 2 Drawer,FN1 Prime Oak - STD,Bottom Drawer Front,1,697,185,G PT Prime Oak Woodmatt 18mm MDF - 36x18,Prime Oak Woodmatt 21x 1mm,Prime Oak Woodmatt 21x 1mm,Prime Oak Woodmatt 21x 1mm,Prime Oak Woodmatt 21x 1mm,,63,,,X,
J04 - Vanity,1.75,Base 2 Drawer,FN1 Prime Oak - STD,Shadow Rail,1,60,700,G PT Prime Oak Woodmatt 18mm MDF - 36x18,,,,,,62,,,X,
J04 - Vanity,1.75,Base 2 Drawer,FN1 Prime Oak - STD,Shadow Rail,1,60,700,G PT Prime Oak Woodmatt 18mm MDF - 36x18,,,,,,70,,,X,
J04 - Vanity,1.75,Base 2 Drawer,FN1 Prime Oak - STD,Top Drawer Front,1,697,185,G PT Prime Oak Woodmatt 18mm MDF - 36x18,Prime Oak Woodmatt 21x 1mm,Prime Oak Woodmatt 21x 1mm,Prime Oak Woodmatt 21x 1mm,Prime Oak Woodmatt 21x 1mm,,64,,,X,
J04 - Vanity,1.77,Base 2 Drawer,FN1 Prime Oak - STD,Bottom Drawer Front,1,697,185,G PT Prime Oak Woodmatt 18mm MDF - 36x18,Prime Oak Woodmatt 21x 1mm,Prime Oak Woodmatt 21x 1mm,Prime Oak Woodmatt 21x 1mm,Prime Oak Woodmatt 21x 1mm,,23,,,X,
J04 - Vanity,1.77,Base 2 Drawer,FN1 Prime Oak - STD,Shadow Rail,1,60,700,G PT Prime Oak Woodmatt 18mm MDF - 36x18,,,,,,22,,,X,
J04 - Vanity,1.77,Base 2 Drawer,FN1 Prime Oak - STD,Shadow Rail,1,60,700,G PT Prime Oak Woodmatt 18mm MDF - 36x18,,,,,,30,,,X,
J04 - Vanity,1.77,Base 2 Drawer,FN1 Prime Oak - STD,Top Drawer Front,1,697,185,G PT Prime Oak Woodmatt 18mm MDF - 36x18,Prime Oak Woodmatt 21x 1mm,Prime Oak Woodmatt 21x 1mm,Prime Oak Woodmatt 21x 1mm,Prime Oak Woodmatt 21x 1mm,,24,,,X,
J04 - Vanity,1.78,Base Open End Cabinet,FN1 Prime Oak - STD,Base Bottom Open,1,486.6,486.6,G PT Prime Oak Woodmatt 18mm MDF - 36x18,,,,,,354,,,X,
J04 - Vanity,1.78,Base Open End Cabinet,FN1 Prime Oak - STD,Base Left Side Open,1,481.6,788,G PT Prime Oak Woodmatt 18mm MDF - 36x18,Colourboard 21x1mm,,,Prime Oak Woodmatt 21x 1mm,,355,,,X,
J04 - Vanity,1.78,Base Open End Cabinet,FN1 Prime Oak - STD,Base Right Side Open,1,500,788,G PT Prime Oak Woodmatt 18mm MDF - 36x18,Colourboard 21x1mm,,,Prime Oak Woodmatt 21x 1mm,,356,,,X,
J04 - Vanity,1.78,Base Open End Cabinet,FN1 Prime Oak - STD,Base Top Open,1,486.6,486.6,G PT Prime Oak Woodmatt 18mm MDF - 36x18,,,,,,353,,,X,
J04 - Vanity,1.80,Under Panel,FN1 Prime Oak - STD,Upper Under Panel,1,480,2000,G PT Prime Oak Woodmatt 18mm MDF - 36x18,,,Prime Oak Woodmatt 21x 1mm,Prime Oak Woodmatt 21x 1mm,,209,,,X,
J05 - Vanity2,1.82,Base 1 Drawer,FN1 Prime Oak - STD,Bottom Drawer Front,1,570,400,G PT Prime Oak Woodmatt 18mm MDF - 36x18,Prime Oak Woodmatt 21x 1mm,Prime Oak Woodmatt 21x 1mm,Prime Oak Woodmatt 21x 1mm,Prime Oak Woodmatt 21x 1mm,,197,,,X,
J05 - Vanity2,1.82,Base 1 Drawer,FN1 Prime Oak - STD,Shadow Rail,1,60,573,G PT Prime Oak Woodmatt 18mm MDF - 36x18,,,,,,201,,,X,
J05 - Vanity2,1.83,Base 1 Drawer,FN1 Prime Oak - STD,Bottom Drawer Front,1,570,400,G PT Prime Oak Woodmatt 18mm MDF - 36x18,Prime Oak Woodmatt 21x 1mm,Prime Oak Woodmatt 21x 1mm,Prime Oak Woodmatt 21x 1mm,Prime Oak Woodmatt 21x 1mm,,185,,,X,
J05 - Vanity2,1.83,Base 1 Drawer,FN1 Prime Oak - STD,Shadow Rail,1,60,573,G PT Prime Oak Woodmatt 18mm MDF - 36x18,,,,,,189,,,X,
J05 - Vanity2,1.86,Base 1 Drawer,FN1 Prime Oak - STD,Bottom Drawer Front,1,570,400,G PT Prime Oak Woodmatt 18mm MDF - 36x18,Prime Oak Woodmatt 21x 1mm,Prime Oak Woodmatt 21x 1mm,Prime Oak Woodmatt 21x 1mm,Prime Oak Woodmatt 21x 1mm,,1,,,X,
J05 - Vanity2,1.86,Base 1 Drawer,FN1 Prime Oak - STD,Shadow Rail,1,60,573,G PT Prime Oak Woodmatt 18mm MDF - 36x18,,,,,,5,,,X,
J05 - Vanity2,1.85,Under Panel,FN1 Prime Oak - STD,Upper Under Panel,1,480,1760,G PT Prime Oak Woodmatt 18mm MDF - 36x18,,,Prime Oak Woodmatt 21x 1mm,Prime Oak Woodmatt 21x 1mm,,80,,,X,
Meditation,1.66,Tall Open,FN1 Prime Oak - STD,Tall Adj Shelf,1,413.2,1041.7,G PT Prime Oak Woodmatt 18mm MDF - 36x18,,,,White 21x 1mm,,113,,,X,
Meditation,1.66,Tall Open,FN1 Prime Oak - STD,Tall Adj Shelf,1,413.2,1041.7,G PT Prime Oak Woodmatt 18mm MDF - 36x18,,,,White 21x 1mm,,114,,,X,
Meditation,1.66,Tall Open,FN1 Prime Oak - STD,Tall Adj Shelf,1,413.2,1041.7,G PT Prime Oak Woodmatt 18mm MDF - 36x18,,,,White 21x 1mm,,112,,,X,
Meditation,1.66,Tall Open,FN1 Prime Oak - STD,Tall Adj Shelf,1,413.2,1041.7,G PT Prime Oak Woodmatt 18mm MDF - 36x18,,,,White 21x 1mm,,111,,,X,
Meditation,1.66,Tall Open,FN1 Prime Oak - STD,Tall Bottom Open,1,415.2,1053.2,G PT Prime Oak Woodmatt 18mm MDF - 36x18,,,,Prime Oak Woodmatt 21x 1mm,,118,,,X,
Meditation,1.66,Tall Open,FN1 Prime Oak - STD,Tall Left Side Open,1,415.2,2223,G PT Prime Oak Woodmatt 18mm MDF - 36x18,,,,Prime Oak Woodmatt 21x 1mm,,120,,,X,
Meditation,1.66,Tall Open,FN1 Prime Oak - STD,Tall Right Side Open,1,415.2,2223,G PT Prime Oak Woodmatt 18mm MDF - 36x18,,,,Prime Oak Woodmatt 21x 1mm,,119,,,X,
Meditation,1.66,Tall Open,FN1 Prime Oak - STD,Tall Thick Back Open,1,1080,2223,G PT Prime Oak Woodmatt 18mm MDF - 36x18,,,,,Vertical Back,116,,,X,
Meditation,1.66,Tall Open,FN1 Prime Oak - STD,Tall Top Open,1,415.2,1053.2,G PT Prime Oak Woodmatt 18mm MDF - 36x18,,,,Prime Oak Woodmatt 21x 1mm,,117,,,X,
Meditation,1.67,Tall Open,FN1 Prime Oak - STD,Tall Adj Shelf,1,413.2,1041.7,G PT Prime Oak Woodmatt 18mm MDF - 36x18,,,,White 21x 1mm,,101,,,X,
Meditation,1.67,Tall Open,FN1 Prime Oak - STD,Tall Adj Shelf,1,413.2,1041.7,G PT Prime Oak Woodmatt 18mm MDF - 36x18,,,,White 21x 1mm,,102,,,X,
Meditation,1.67,Tall Open,FN1 Prime Oak - STD,Tall Adj Shelf,1,413.2,1041.7,G PT Prime Oak Woodmatt 18mm MDF - 36x18,,,,White 21x 1mm,,103,,,X,
Meditation,1.67,Tall Open,FN1 Prime Oak - STD,Tall Adj Shelf,1,413.2,1041.7,G PT Prime Oak Woodmatt 18mm MDF - 36x18,,,,White 21x 1mm,,104,,,X,
Meditation,1.67,Tall Open,FN1 Prime Oak - STD,Tall Bottom Open,1,415.2,1053.2,G PT Prime Oak Woodmatt 18mm MDF - 36x18,,,,Prime Oak Woodmatt 21x 1mm,,108,,,X,
Meditation,1.67,Tall Open,FN1 Prime Oak - STD,Tall Left Side Open,1,415.2,2223,G PT Prime Oak Woodmatt 18mm MDF - 36x18,,,,Prime Oak Woodmatt 21x 1mm,,110,,,X,
Meditation,1.67,Tall Open,FN1 Prime Oak - STD,Tall Right Side Open,1,415.2,2223,G PT Prime Oak Woodmatt 18mm MDF - 36x18,,,,Prime Oak Woodmatt 21x 1mm,,109,,,X,
Meditation,1.67,Tall Open,FN1 Prime Oak - STD,Tall Thick Back Open,1,1080,2223,G PT Prime Oak Woodmatt 18mm MDF - 36x18,,,,,Vertical Back,106,,,X,
Meditation,1.67,Tall Open,FN1 Prime Oak - STD,Tall Top Open,1,415.2,1053.2,G PT Prime Oak Woodmatt 18mm MDF - 36x18,,,,Prime Oak Woodmatt 21x 1mm,,107,,,X,
Meditation,1.68,Tall Open,FN1 Prime Oak - STD,Tall Adj Shelf,1,413.2,1041.7,G PT Prime Oak Woodmatt 18mm MDF - 36x18,,,,White 21x 1mm,,91,,,X,
Meditation,1.68,Tall Open,FN1 Prime Oak - STD,Tall Adj Shelf,1,413.2,1041.7,G PT Prime Oak Woodmatt 18mm MDF - 36x18,,,,White 21x 1mm,,92,,,X,
Meditation,1.68,Tall Open,FN1 Prime Oak - STD,Tall Adj Shelf,1,413.2,1041.7,G PT Prime Oak Woodmatt 18mm MDF - 36x18,,,,White 21x 1mm,,94,,,X,
Meditation,1.68,Tall Open,FN1 Prime Oak - STD,Tall Adj Shelf,1,413.2,1041.7,G PT Prime Oak Woodmatt 18mm MDF - 36x18,,,,White 21x 1mm,,93,,,X,
Meditation,1.68,Tall Open,FN1 Prime Oak - STD,Tall Bottom Open,1,415.2,1053.2,G PT Prime Oak Woodmatt 18mm MDF - 36x18,,,,Prime Oak Woodmatt 21x 1mm,,98,,,X,
Meditation,1.68,Tall Open,FN1 Prime Oak - STD,Tall Left Side Open,1,415.2,2223,G PT Prime Oak Woodmatt 18mm MDF - 36x18,,,,Prime Oak Woodmatt 21x 1mm,,100,,,X,
Meditation,1.68,Tall Open,FN1 Prime Oak - STD,Tall Right Side Open,1,415.2,2223,G PT Prime Oak Woodmatt 18mm MDF - 36x18,,,,Prime Oak Woodmatt 21x 1mm,,99,,,X,
Meditation,1.68,Tall Open,FN1 Prime Oak - STD,Tall Thick Back Open,1,1080,2223,G PT Prime Oak Woodmatt 18mm MDF - 36x18,,,,,Vertical Back,96,,,X,
Meditation,1.68,Tall Open,FN1 Prime Oak - STD,Tall Top Open,1,415.2,1053.2,G PT Prime Oak Woodmatt 18mm MDF - 36x18,,,,Prime Oak Woodmatt 21x 1mm,,97,,,X,
Meditation,1.69,Tall Open,FN1 Prime Oak - STD,Tall Adj Shelf,1,413.2,1041.7,G PT Prime Oak Woodmatt 18mm MDF - 36x18,,,,White 21x 1mm,,84,,,X,
Meditation,1.69,Tall Open,FN1 Prime Oak - STD,Tall Adj Shelf,1,413.2,1041.7,G PT Prime Oak Woodmatt 18mm MDF - 36x18,,,,White 21x 1mm,,83,,,X,
Meditation,1.69,Tall Open,FN1 Prime Oak - STD,Tall Adj Shelf,1,413.2,1041.7,G PT Prime Oak Woodmatt 18mm MDF - 36x18,,,,White 21x 1mm,,81,,,X,
Meditation,1.69,Tall Open,FN1 Prime Oak - STD,Tall Adj Shelf,1,413.2,1041.7,G PT Prime Oak Woodmatt 18mm MDF - 36x18,,,,White 21x 1mm,,82,,,X,
Meditation,1.69,Tall Open,FN1 Prime Oak - STD,Tall Bottom Open,1,415.2,1053.2,G PT Prime Oak Woodmatt 18mm MDF - 36x18,,,,Prime Oak Woodmatt 21x 1mm,,88,,,X,
Meditation,1.69,Tall Open,FN1 Prime Oak - STD,Tall Left Side Open,1,415.2,2223,G PT Prime Oak Woodmatt 18mm MDF - 36x18,,,,Prime Oak Woodmatt 21x 1mm,,90,,,X,
Meditation,1.69,Tall Open,FN1 Prime Oak - STD,Tall Right Side Open,1,415.2,2223,G PT Prime Oak Woodmatt 18mm MDF - 36x18,,,,Prime Oak Woodmatt 21x 1mm,,89,,,X,
Meditation,1.69,Tall Open,FN1 Prime Oak - STD,Tall Thick Back Open,1,1080,2223,G PT Prime Oak Woodmatt 18mm MDF - 36x18,,,,,Vertical Back,86,,,X,
Meditation,1.69,Tall Open,FN1 Prime Oak - STD,Tall Top Open,1,415.2,1053.2,G PT Prime Oak Woodmatt 18mm MDF - 36x18,,,,Prime Oak Woodmatt 21x 1mm,,87,,,X,
J01 - Kitchen,1.35,Adjustable Kick,FN1 Prime Oak - STD,Base Overlay Bottom,1,511.2,3222.4,LX White Melamine 16mm,,,,,,41,,,X,
J01 - Kitchen,1.36,Adjustable Kick,FN1 Prime Oak - STD,Base Overlay Bottom,1,511.2,1218.4,LX White Melamine 16mm,,,,,,43,,,X,
J01 - Kitchen,1.34,Adjustable Kick,FN1 Prime Oak - STD,Base Overlay Bottom,1,511.2,618.4,LX White Melamine 16mm,,,,,,39,,,X,
J01 - Kitchen,1.33,Adjustable Kick,FN2 Black - STD,Base Overlay Bottom,1,511.2,1486.6,LX White Melamine 16mm,,,,,,493,,,X,
J01 - Kitchen,1.53,Adjustable Kick,FN2 Black - STD,Base Overlay Bottom,1,381.6,1968,LX White Melamine 16mm,,,,,,662,,,X,
J01 - Kitchen,1.54,Adjustable Kick,FN2 Black - STD,Base Overlay Bottom,1,381.6,1968,LX White Melamine 16mm,,,,,,664,,,X,
J01 - Kitchen,1.55,Adjustable Kick,FN2 Black - STD,Base Overlay Bottom,1,981.6,2165,LX White Melamine 16mm,,,,,,666,,,X,
J01 - Kitchen,1.40,Base 1 Door,FN2 Black - STD,Base Front Rail,1,100,608,LX White Melamine 16mm,,,,Black Woodmatt 21x 1mm,,555,,,X,
J01 - Kitchen,1.40,Base 1 Door,FN2 Black - STD,Base Left FE,1,579.6,888,LX White Melamine 16mm,,,,Black Woodmatt 21x 1mm,,557,,,X,
J01 - Kitchen,1.40,Base 1 Door,FN2 Black - STD,Base Rear Rail,1,100,608,LX White Melamine 16mm,,,,Black Woodmatt 21x 1mm,,554,,,X,
J01 - Kitchen,1.40,Base 1 Door,FN2 Black - STD,Base Right Side,1,579.6,788,LX White Melamine 16mm,,,,Black Woodmatt 21x 1mm,,556,,,X,
J01 - Kitchen,1.40,Base 1 Door,FN2 Black - STD,Base Top Nailer,1,100,598,LX White Melamine 16mm,,,,Black Woodmatt 21x 1mm,,553,,,X,
J01 - Kitchen,1.40,Base 1 Door,FN2 Black - STD,Shadow Rail Batten,1,60,614.4,LX White Melamine 16mm,,,,,,551,,,X,
J01 - Kitchen,1.50,Base 1 Drawer,FN2 Black - STD,Base Bottom,1,397.2,961.2,LX White Melamine 16mm,,,,Black Woodmatt 21x 1mm,,637,,,X,
J01 - Kitchen,1.50,Base 1 Drawer,FN2 Black - STD,Base Front Rail,1,100,961.2,LX White Melamine 16mm,,,,Black Woodmatt 21x 1mm,,636,,,X,
J01 - Kitchen,1.50,Base 1 Drawer,FN2 Black - STD,Base Left Side,1,397.2,414,LX White Melamine 16mm,,,,Black Woodmatt 21x 1mm,,639,,,X,
J01 - Kitchen,1.50,Base 1 Drawer,FN2 Black - STD,Base Rear Rail,1,100,961.2,LX White Melamine 16mm,,,,Black Woodmatt 21x 1mm,,635,,,X,
J01 - Kitchen,1.50,Base 1 Drawer,FN2 Black - STD,Base Right Side,1,397.2,414,LX White Melamine 16mm,,,,Black Woodmatt 21x 1mm,,638,,,X,
J01 - Kitchen,1.50,Base 1 Drawer,FN2 Black - STD,Base Thick Back,1,984,414,LX White Melamine 16mm,,,,,Vertical Back,634,,,X,
J01 - Kitchen,1.50,Base 1 Drawer,FN2 Black - STD,Base Top Nailer,1,100,984,LX White Melamine 16mm,,,,,,633,,,X,
J01 - Kitchen,1.50,Base 1 Drawer,FN2 Black - STD,Finista Bottom Drawer Back,1,295.8,864.2,LX White Melamine 16mm,White 21x 1mm,White 21x 1mm,White 21x 1mm,,,630,,,X,
J01 - Kitchen,1.50,Base 1 Drawer,FN2 Black - STD,Finista Drawer Bottom,1,876.2,326,LX White Melamine 16mm,,,,,Finista Pot Gallery Drawer w Extended Back 350mm 40kg White,629,,,X,
J01 - Kitchen,1.50,Base 1 Drawer,FN2 Black - STD,Shadow Rail Batten,1,60,984,LX White Melamine 16mm,,,,,,631,,,X,
J01 - Kitchen,1.48,Base 1 Drawer,FN2 Black - STD,Base Bottom,1,397.2,961.2,LX White Melamine 16mm,,,,Black Woodmatt 21x 1mm,,625,,,X,
J01 - Kitchen,1.48,Base 1 Drawer,FN2 Black - STD,Base Front Rail,1,100,961.2,LX White Melamine 16mm,,,,Black Woodmatt 21x 1mm,,624,,,X,
J01 - Kitchen,1.48,Base 1 Drawer,FN2 Black - STD,Base Left Side,1,397.2,414,LX White Melamine 16mm,,,,Black Woodmatt 21x 1mm,,627,,,X,
J01 - Kitchen,1.48,Base 1 Drawer,FN2 Black - STD,Base Rear Rail,1,100,961.2,LX White Melamine 16mm,,,,Black Woodmatt 21x 1mm,,623,,,X,
J01 - Kitchen,1.48,Base 1 Drawer,FN2 Black - STD,Base Right Side,1,397.2,414,LX White Melamine 16mm,,,,Black Woodmatt 21x 1mm,,626,,,X,
J01 - Kitchen,1.48,Base 1 Drawer,FN2 Black - STD,Base Thick Back,1,984,414,LX White Melamine 16mm,,,,,Vertical Back,622,,,X,
J01 - Kitchen,1.48,Base 1 Drawer,FN2 Black - STD,Base Top Nailer,1,100,984,LX White Melamine 16mm,,,,,,621,,,X,
J01 - Kitchen,1.48,Base 1 Drawer,FN2 Black - STD,Finista Bottom Drawer Back,1,295.8,864.2,LX White Melamine 16mm,White 21x 1mm,White 21x 1mm,White 21x 1mm,,,618,,,X,
J01 - Kitchen,1.48,Base 1 Drawer,FN2 Black - STD,Finista Drawer Bottom,1,876.2,326,LX White Melamine 16mm,,,,,Finista Pot Gallery Drawer w Extended Back 350mm 40kg White,617,,,X,
